
1000	0.001192
2000	0.005355
3000	0.010624
4000	0.01991
5000	0.029444
6000	0.041641
7000	0.056513
8000	0.07511
9000	0.093282
10000	0.113182
11000	0.136308
12000	0.161917
13000	0.189981
14000	0.219872
15000	0.254171
16000	0.287455
17000	0.324391
18000	0.366138
19000	0.404753
20000	0.449891
21000	0.495642
22000	0.542863
23000	0.598423
24000	0.649004
25000	0.70206
26000	0.76125
27000	0.818587
28000	0.881045
29000	0.944851
30000	1.01202
