
1000	0.00269183
2000	0.0117313
3000	0.0216785
4000	0.0277019
5000	0.0455375
6000	0.0606162
7000	0.0733157
8000	0.0967984
9000	0.120976
10000	0.147431
11000	0.197444
12000	0.218226
13000	0.245522
14000	0.296613
15000	0.327075
16000	0.388139
17000	0.419336
18000	0.5143
19000	0.536918
20000	0.583317
21000	0.650168
22000	0.73587
23000	0.79054
24000	0.870419
25000	0.951846
26000	0.999184
27000	1.07238
28000	1.16203
29000	1.25101
30000	1.34271
