
1000	0.003679
2000	0.017552
3000	0.038251
4000	0.067119
5000	0.106073
6000	0.152441
7000	0.209037
8000	0.2736
9000	0.349507
10000	0.433026
11000	0.526738
12000	0.630105
13000	0.742552
14000	0.855664
15000	0.989432
16000	1.12852
17000	1.29927
18000	1.47868
19000	1.63101
20000	1.83946
21000	2.06875
22000	2.28959
23000	2.45812
24000	2.74703
25000	3.04675
26000	3.34475
27000	3.70801
28000	4.15713
29000	4.60049
30000	4.98324
31000	5.57336
32000	6.22121
33000	6.62013
34000	7.22329
35000	7.8814
36000	8.7682
37000	9.40758
38000	10.3441
39000	11.2561
40000	12.4059
41000	13.4293
42000	14.3704
43000	15.4753
44000	16.7118
45000	17.9938
46000	20.9857
47000	20.3509
48000	21.9402
49000	23.4778
50000	24.8744
