
1000	0.000265
6000	0.001402
11000	0.002604
16000	0.003749
21000	0.004905
26000	0.006001
31000	0.007109
36000	0.009983
41000	0.00923
46000	0.012107
51000	0.013481
56000	0.014664
61000	0.015556
66000	0.017403
71000	0.017748
76000	0.018868
81000	0.019777
86000	0.020335
91000	0.021422
96000	0.022142
101000	0.02338
106000	0.024329
111000	0.025627
116000	0.026184
121000	0.027581
126000	0.028661
131000	0.029423
136000	0.030284
141000	0.031249
146000	0.032122
151000	0.033422
156000	0.039159
161000	0.036107
166000	0.037173
171000	0.038222
176000	0.038617
181000	0.040017
186000	0.040396
191000	0.041376
196000	0.043151
201000	0.044065
206000	0.044624
211000	0.045652
216000	0.046271
221000	0.051904
226000	0.053137
231000	0.055462
236000	0.056129
241000	0.056634
246000	0.057804
251000	0.061205
256000	0.060121
261000	0.06294
266000	0.062102
271000	0.063193
276000	0.0648
281000	0.065391
286000	0.066755
291000	0.068231
296000	0.069157
301000	0.066135
306000	0.067029
311000	0.067539
316000	0.068734
321000	0.07067
326000	0.073107
331000	0.072957
336000	0.072863
341000	0.074293
346000	0.074719
351000	0.075938
356000	0.076926
361000	0.078743
366000	0.079984
371000	0.080987
376000	0.0815
381000	0.082843
386000	0.088877
391000	0.088587
396000	0.085567
401000	0.08672
406000	0.087442
411000	0.089181
416000	0.090657
421000	0.090476
426000	0.09158
431000	0.092409
436000	0.097888
441000	0.096024
446000	0.095155
451000	0.096188
456000	0.097036
461000	0.098344
466000	0.101273
471000	0.102852
476000	0.103573
481000	0.109865
486000	0.1061
491000	0.106717
496000	0.107821
